,Reference area,TIME_PERIOD,Airports: Per 1 000 000 inhabitants,Airports: Per 100 square kilometres,Available seat capacity for schedule flight: Per 1 000 000 US dollars,Available seat capacity for schedule flight: Per 1 000 inhabitants,CO2 emissions in transport sector: Kilogrammes of CO2-equivalent per 1 000 US dollars,CO2 emissions in transport sector: Percentage of CO2 emissions,CO2 emissions in transport sector: Percentage of CO2 emissions from transport,CO2 emissions in transport sector: Tonnes of CO2 per person,Density: Per 100 square kilometres,Employment in the transport sector: Percentage of employment,Expenditure for personal transport equipment operation: Percentage of household expenditure in transport,Expenditure for transport services: Percentage of household expenditure in transport,Fatalities: Per 1 000 000 000 vehicle-kilometres,Fatalities: Per 10 000 road motor vehicles,Fatalities: Per 100 000 inhabitants,First registrations: Per 1 000 000 US dollars,First registrations: Per 1 000 inhabitants,Freight transport: Percentage of freight transport,Freight transport: Tonne-kilometres per 1 000 US dollars,Fuel deliveries to the road sector: Tonnes per 1 000 000 US dollars,Fuel deliveries to the road sector: Tonnes per person,Fuel deliveries to the road sector: Tonnes per vehicle,Household expenditure for transport: Percentage of household expenditure,International traffic: Percentage of seat capacity,International traffic: Seat-kilometres per 1 000 US dollars,Investment (Inland): Percentage of GDP,Investment (Inland): US dollars per person,Investment (Rail): Percentage of GDP,Investment (Rail): Percentage of infrastructure investment,Investment (Rail): US dollars per person,Investment (Road): Percentage of GDP,Investment (Road): Percentage of infrastructure investment,Investment (Road): US dollars per person,Investment (Waterways): Percentage of GDP,Investment (Waterways): Percentage of infrastructure investment,Investment (Waterways): US dollars per person,Maintenance: Percentage of infrastructure maintenance,National traffic: Seat-kilometres per 1 000 US dollars,Passenger transport: Passenger-kilometres per 1 000 US dollars,Stock: Per 1 000 000 US dollars,Stock: Per 1 000 inhabitants,Traffic: Vehicle-kilometres per 1 000 US dollars,Transport infrastructure: Percentage of rail network,Transport infrastructure: Percentage of road network,Value added by the transport sector: Percentage of value added,Vehicle distance travelled: Kilometres,Vehicle purchases: Percentage of household expenditure in transport
54,Austria,2018,,,,,54.49702195,40.44680064,99.999999998,2.804774063,172.072224944,5.089141005,53.98400144,19.34036752,5.097472888,0.651211875,4.626424167,0.9814611820000001,50.512407583,100.000000009,223.48572618199998,,,,12.44766056,,,0.557525163,253.1274019,0.436572311,78.30540037,198.2124255,0.120174186,21.55493482,54.56144649,0.000778666,0.139664804,0.353529891,61.05971405,,29.050323294,13.803785271,710.433016364,176.3459873,79.73763875,69.97205175,5.578949245,12775.19056,26.67563104
55,Austria,2019,,,,,55.84482102,39.55679006,99.999999996,2.796172713,164.02811440099998,5.09857279,53.99817108,20.20656192,5.275780225,0.651185565,4.684726889,0.955779468,47.853584268,99.999999997,229.795076359,,,,12.14933778,,,0.580011658,265.2661154,0.437369329,75.40698936,200.0291914,0.141509247,24.39765574,64.71871363,0.001133081,0.195354895,0.51821034,57.22983257,,30.131778180999998,14.368874039,719.4150398019999,177.353926,80.03220612,71.31101021799999,5.575211422,12342.9244,25.795267
56,Austria,2020,,,,,49.79501901,37.77692009,100.000000001,2.43045638,160.523509446,5.087506982,55.14316763,14.18160254,4.620457342,0.530742241,3.857858548,0.7825500070000001,38.180239156,100.00000000700001,223.372811061,,,,10.62976341,,,0.670458748,296.6884333,0.525613194,78.39605279,232.5920207,0.143874141,21.4590594,63.66654714,0.000971413,0.14488781,0.429865373,59.07393577,,17.079183336,14.898278908,726.8798761080001,171.1334042,80.38662908,72.15721031400001,5.2708397,11486.79021,30.67522983
57,Austria,2021,,,,,46.49353459,36.92232025,100.000000003,2.493806526,159.13596703599998,5.01811468,58.11569466,13.58528407,4.738546946,0.549821999,4.042074647,0.7384610189999999,39.520882398,100.0,212.00938801799998,,,,11.49525515,,,0.674610211,292.8020513,0.555101204,82.28473188,240.9313829,0.118447912,17.55797791,51.41011948,0.001061096,0.157290219,0.460548987,65.19216824,,17.634332717,13.736723595,735.160589254,159.3896381,80.67311568,74.127274313,4.880660199,11603.1772,28.29906606
58,Austria,2022,,,,,,,,,161.071255468,4.665755013,58.3122823,16.68624685,4.803385738,0.558282421,4.092082473,0.614999555,32.032047417,100.000000002,210.314733368,,,,11.81000537,,,0.670478919,271.1435088,0.565943687,84.4088711,228.8691748,0.102969999,15.35767884,41.64134927,0.001565233,0.233450058,0.632984679,68.66281048,,27.46199187,14.072800374,732.977130487,163.563734,81.37413863,73.440796358,5.342661608,11622.68558,25.00147086
59,Austria,2023,,,,,,,,,161.465099323,4.771491509,,,,0.60092839,4.401917878,0.633272351,35.783650337,100.000000002,184.976220387,,,,,,,,,,,,,,,,,,,,28.25977143,12.963584427999999,732.519540663,,83.44813614,1.3631581,5.303473116,,
60,Azerbaijan,1994,,,,,2714.207877,9.731525443,97.472728319,0.426303124,,,,,,,14.57240458,,,100.0,15962.152201210001,299.2102082,0.046995017,,,,,,,,,,,,,,,,,,5427.170301889,252.126925627,39.599949975,,,,,,
61,Azerbaijan,1995,,,,,1381.127716,10.31323886,97.17199642,0.434445044,2.551161421,,,,,,12.88248957,,,99.99999998999999,6298.01991812,102.1787998,0.032141161,,,,,,,,,,,,,,,,,,2257.0990753300002,125.90744738800001,39.605197241999996,,60.1507301,,,,
62,Azerbaijan,1996,,,,,851.808655,9.994381114,96.995724337,0.348547855,2.542749679,,,,711.6209662,,9.828674482,,,100.0,4747.4783506799995,56.66601039,0.023186912,,,,,,,,,,,,,,,,,,1751.6826628899998,93.236364638,38.150972564,337.5405352,60.06616257,,,,
63,Azerbaijan,1997,,,,,812.5067031,12.25350516,97.725975218,0.410735304,2.543951356,,,,1018.810097,,7.718559627,,,100.0,4502.263613143,24.22797074,0.012247632,,,,,,,,,,,,,,,,,,1788.070122476,72.310902436,36.554332921000004,149.8676653,60.03778932,,,,
64,Azerbaijan,1998,,,,,674.7798203,11.42737212,98.037843284,0.379163528,2.546574881,,,,1282.937365,,7.506634652,,,100.00000001,4666.70715008,180.3719119,0.101352205,,,,,,,0.261582282,,,,,,,,,,,2035.519380323,68.428200489,38.450271705000006,104.1299192,60.06616257,,,,
65,Azerbaijan,1999,,,,,343.2229475,6.102831095,95.864191369,0.196973349,2.558491022,,,,1398.989899,,6.939964298,,,100.0,6553.71555679,134.6794419,0.07729166,,,,,0.185425552,,0.158936187,85.71428571,,0.026489365,14.28571429,,,,,,,2035.377815678,75.141742473,43.123359742000005,86.43931763,60.01890359,,,,
66,Azerbaijan,2000,,,,,447.5735507,8.642444391,97.250712323,0.293204284,25.270867382,,,,1281.72043,,7.405014537,,,100.0,6079.451391876,170.6932664,0.111820689,,,,,0.614654204,,0.08477989,13.79310345,,0.529874314,86.20689655,,,,,,,1829.556013113,69.466659295,45.507417439,88.19152095,61.43667297,,,,
67,Azerbaijan,2001,,,,,456.051524,10.0757077,97.148639555,0.320910346,2.561619292,,,,866.8010544,,6.891705296,,,100.0,6449.2764905799995,162.940178,0.114656278,,,,,0.884189932,,0.131687862,14.89361702,,0.752502069,85.10638298,,,,,24.52830189,,1748.460906643,66.791281406,46.999087686,112.9893772,60.01890359,,,,
68,Azerbaijan,2002,,,,,469.3799421,11.47213896,100.000000003,0.358187948,2.568447554,,,,,,7.856142047,,,100.0,6582.3246434600005,,,,,,,1.088659794,,0.379381443,34.84848485,,0.709278351,65.15151515,,,,,24.56140351,,1633.648487252,62.3454987,47.576404652,,59.84919887,,,,
69,Azerbaijan,2003,,,,,432.7225469,11.31296103,99.999999996,0.382393704,2.567390989,,,,,,8.792703513,3.023467711,2.671815985,100.00000001,6162.969105393,137.4303505,0.121446181,,,,,0.601693137,,0.069964318,11.62790698,,0.531728818,88.37209302,,,,,33.33333333,,1445.174096371,60.435546360000004,53.406443932,,59.84919887,,,,
70,Azerbaijan,2004,0.481550593,4.838397523,0.123458054,129.0153494,436.2141801,13.81710171,99.345863405,0.455849997,2.566769886,,,,,,9.763438271,3.590269963,3.751881057,100.00000001000001,5367.970391218,141.6984455,0.148076807,,,,262.2802686,0.79716771,,0.105507491,13.23529412,,0.691660219,86.76470588,,,,,41.58415842,,1275.171614112,55.078761783000004,57.558056947,,59.84919887,,,,
71,Azerbaijan,2005,0.357489707,3.629324946,0.085404528,134.7997164,318.0575929,14.51766493,100.00002373400001,0.502011714,25.309702391000002,,,,,,12.69088461,3.796406068,5.992123311,100.0,4011.039925794,105.6968976,0.16682853,,,,,0.958275105,,0.183669395,19.16666667,,0.77460571,80.83333333,,,,,28.67647059,,888.694554676,38.484542401999995,60.742744444,,59.84919887,,,,
72,Azerbaijan,2006,0.353583867,3.63033508,0.05189232,128.3274894,230.8111368,16.47440204,99.884262673,0.570786076,2.567857013,,,,,,12.10435439,3.4351464210000002,8.494970269,100.0,4132.772727391,69.1070857,0.170898869,,,,,1.626996405,42.51284465,0.069347388,4.262295082,1.812022887,1.557649017,95.73770492,40.70082176,,,,17.28045326,,607.725490698,28.406586729999997,70.24827480399999,,59.84919887,,,,
73,Azerbaijan,2007,0.34959738,3.630686563,0.030918425,119.0770629,114.3223155,14.18264135,99.999999996,0.440293079,2.540270365,,,,,,12.90014333,2.218526112,8.544276509,100.0,4731.783483666,42.05822746,0.16198012,,,,,1.56555773,59.06425837,0.014104124,0.900900901,0.532110436,1.551453606,99.0990991,58.53214793,,,,8.751555371,,423.681896394,20.14271389,77.57624136199999,,60.55264412,,,,
74,Azerbaijan,2008,0.342332884,3.630774444,0.02075681,115.7081726,97.69554057,16.60809215,99.999979044,0.544600954,25.416752389,,,,,,12.00447315,1.6360058000000002,9.119862154000002,100.0,3637.840847792,30.09132177,0.167743113,,,99.86157896,37.93712337,4.033664531,187.9666295,0.032388906,0.802964793,1.509305857,4.001275625,99.19703521,186.4573236,,,,2.931399214,0.052585752,308.912112026,14.979132447000001,83.50069608000001,,60.54975942,,,,
75,Azerbaijan,2009,0.335298818,3.630994166,0.025828975,127.8637453,95.91770043,17.39679754,99.99999999500001,0.474830738,2.516278957,,,,,,10.39426335,1.417714132,7.018251320999999,100.0,4424.453578922999,29.35038973,0.145296154,,,,,4.008258079,162.2711376,0.008426611,0.210231254,0.341144648,3.999831468,99.78976875,161.929993,,,,2.532511978,,368.366345015,17.862127909999998,88.424668914,,60.17316017,,,,
76,Azerbaijan,2010,0.441777483,4.839334108,0.031671872,185.0641218,93.5942635,21.12728446,99.99999999799999,0.54688717,25.474375726,,,,,,10.21610429,0.949570958,5.548504296,99.99999998999999,3696.378711928,28.35217238,0.165666556,,,99.98802613,66.40987473,3.883197928,185.298021,0.007064641,0.181928441,0.337109802,3.876133286,99.81807156,184.9609112,,,,2.023809524,0.007952784,331.735475596,16.007542012,93.53478533900001,,60.17026598,24.40322496,,,
77,Azerbaijan,2011,0.436058459,4.839217015,0.028245065,203.0768939,87.89163111,21.98881323,100.0,0.631924581,25.484889544999998,,,,56.74044041,,11.07588486,0.88049337,6.330587691,100.00000001000001,2779.6363752909997,26.53412887,0.190775576,,,,,3.300564494,190.2864323,0.005760147,0.17452007,0.332088015,3.294804347,99.82547993,189.9543443,,,,2.183206977,,286.952933618,13.680769413,98.362251639,271.4987229,60.16447843,24.43906036,,,
78,Azerbaijan,2012,0.430302597,4.839217015,0.03019536,226.3403496,91.87357845,22.22863861,100.000000003,0.68867166,25.481018167,,,,64.48585231,,12.56483584,1.230382726,9.222783145000001,100.0,2588.8660687310003,27.8415836,0.20869676,,,,,2.743694708,162.918175,0.005480083,0.199733688,0.32540248,2.738214626,99.80026631,162.5927725,,,,2.870472364,,296.018606648,14.329905214,107.415038892,259.9384963,59.95841594,24.42876698,,,
79,Azerbaijan,2013,0.424772701,4.83915847,0.029559364,232.7902013,98.34222783,24.83880572,100.00000000499999,0.774478934,25.490388218,,,,,,12.36088561,1.192830797,9.393954486,100.0,2451.663278921,28.99115104,0.228315327,,,99.53940409,57.55628844,3.434051769,215.4464358,0.006874979,0.2002002,0.431324196,3.42717679,99.7997998,215.0151116,,,,2.077297058,0.266328611,303.26971196700003,14.584935686,114.86140570900001,,59.42652676,24.44479528,,,
80,Azerbaijan,2014,0.419503603,4.838924307,0.029315525,231.3238307,100.3746192,24.59445652,100.000000003,0.792039584,25.504034457,,,,,,11.78805126,0.563093764,4.443277291999999,99.99999998999999,2491.1419783069996,30.30315535,0.239117054,,,,,2.499402685,153.3914753,0.006778041,0.271186441,0.415976882,2.492624644,99.72881356,152.9754984,,,,2.795215754,,313.740930326,15.071088244,118.923398568,,59.52380952,24.5004207,,,
81,Azerbaijan,2015,0.414536081,4.838924307,0.041755147,229.6743373,128.1081966,22.26430192,100.00000000200001,0.704659728,25.505728081,,,,,,9.264881405,0.42631132099999997,2.344926975,100.0,3504.4863247800004,45.2179772,0.248721648,,,,,1.826038985,100.4413587,0.003677823,0.201409869,0.202298809,1.822361162,99.79859013,100.2390599,,,,3.571081055,,458.24280771300005,22.118825729,121.664681588,,59.62859077,24.5004207,,,
82,Azerbaijan,2016,0.409927963,4.838514576,0.064186896,249.0891401,169.1971588,20.53244129,100.00000000899999,0.65660109,25.511068098,,,,,,7.778383105,0.159241569,0.6179664050000001,100.00000001000001,4804.74304726,63.37972899,0.245956778,,,,,1.458000966,86.64898781,0.003309877,0.227014756,0.196705988,1.454691089,99.77298524,86.45228182,,,,5.198446937,,657.009102535,30.930126402,120.030084622,,59.30568949,24.5004207,,,
83,Azerbaijan,2017,,,,,188.9608615,25.03083964,99.999999995,0.783658224,25.583702307000003,,,,,,7.611096898,0.19355646699999998,0.80271702,100.0,4493.980490012,63.62159465,0.263851359,,,,,1.541134355,101.7130959,0.002843421,0.184501845,0.187662538,1.538290933,99.81549815,101.5254333,,,,6.043765196,,620.441004133,28.90627577,119.880053152,,57.4108818,24.5004207,,,
84,Azerbaijan,2018,,,,,180.6333721,27.10311692,100.00001175099999,0.856165197,25.781051126,,,,,,7.263748833,0.46382624299999997,2.19844099,100.0,3945.611189511,55.18708735,0.261575443,,,,,1.751735504,127.1960782,0.008739949,0.498930862,0.63462049,1.742995555,99.50106914,126.5614577,,,,4.527424429,,546.443001511,25.568220024,121.188103809,,54.80363982,24.97392574,,,
85,Azerbaijan,2019,,,,,174.7569619,25.36480052,99.98895327000001,0.839838919,25.789278193,,,,32.78099421,,8.190111951,0.946896193,4.5505499,100.0,3744.5708665999996,58.12235488,0.279321723,,,,,1.963461064,142.4221319,0.001221058,0.062189055,0.088570978,1.962240006,99.93781095,142.3335609,,,,4.544104544,,550.015690331,26.185615448,125.84161882699999,519.8837064,54.62948684,24.97392574,,,
86,Azerbaijan,2020,,,,,160.4747382,21.43529794,99.990950422,0.678793804,25.974856615,,,,26.72913706,,6.895785753,1.207645281,5.108231635999999,100.0,3526.9570654999998,58.55760898,0.247693454,,,,,2.025404358,127.5248551,0.001377826,0.068027211,0.086751602,2.024026531,99.93197279,127.4381035,,,,7.271809115,,401.624277164,30.447450404,128.789994714,609.912632,52.20661135,25.02600374,,,
87,Azerbaijan,2021,,,,,140.2476288,22.63509811,100.00001301,0.758465537,25.85220811,,,,25.48000577,,6.964069937,1.581547629,8.553081304,100.0,2834.4470016100004,51.07120786,0.276195408,,,,,2.608279544,203.8387859,0.0,0.0,0.0,2.608279544,100.0,203.8387859,,,,4.280033075,,310.022340144,25.544742025999998,138.147123375,505.3860812,54.09449003,25.02600374,,,
88,Azerbaijan,2022,,,,,,,,,25.473224437,,,,28.64306075,,8.223427974,0.901754611,7.007169171999999,100.0,2228.2659080199996,41.87420273,0.325387438,,,,,3.149149043,343.3361066,0.0,0.0,0.0,3.149149043,100.0,343.3361066,,,,2.588257025,,270.44390385400004,18.720090739000003,145.466228894,369.4700487,54.12561634,25.41234933,,,
89,Azerbaijan,2023,,,,,,,,,25.749546276,,,,28.02978571,,8.524057471,1.207941108,8.642919617999999,100.0,2498.39072222,46.98976875,0.336215724,,,,,,,,,,,,,,,,,,358.76688444900003,21.610857238,154.627490272,425.0224583,53.86055218,26.30451815,,,
90,Belgium,1994,,,,,91.10055086,19.96915462,99.998632901,2.205505989,482.00462355,,,,21.35015773,,16.72663508,1.723044096,41.714171661,100.000000004,501.608678586,27.84032864,0.674002627,,,,,,,,,,,,,,,,,,441.574631721,18.174227009,439.990379235,323.6087548,69.58186101,20.744274137,,,
91,Belgium,1995,,,,,77.97493588,20.1763767,99.998646424,2.215595023,483.95970937,,64.14821982,9.163011667,18.75155744,,14.84687837,1.354594734,38.489718312,100.0,429.298656307,23.72442849,0.674110526,,11.63972367,,,0.465107219,151.5269447,0.317356101,68.2328907,103.3912146,0.076013437,16.34320735,24.76436277,0.071737681,15.42390194,23.37136737,26.60550459,,385.342717739,15.719722572,446.66325529299996,278.6521874,70.39786223,20.745940286,6.439506532,,26.68876851
92,Belgium,1996,,,,,82.02703762,19.66824993,99.998672582,2.25484016,487.05416119,,63.99017996,8.833532287,16.65438467,,13.35087589,1.536868423,42.24695635,100.0,412.180111583,24.9204264,0.685037282,,11.99186479,,,0.383130856,126.7971933,0.250598379,65.40803898,82.93555759,0.07419952,19.36662607,24.55633828,0.058332956,15.22533496,19.30529739,28.37837838,,397.17369515400003,16.497763365,453.50680547199994,291.6234399,73.136094676,20.745315749,6.100396143,,27.17628775
93,Belgium,1997,,,,,91.97938346,20.48389041,99.99869211,2.282984743,489.8811096,,64.21016944,9.558449599,16.43373494,,13.39718276,0.070018471,1.737901406,100.0,483.891185558,27.81379481,0.690355453,,11.84669263,,,0.432393357,145.8071195,0.283353748,65.53147575,95.54955714,0.068272635,15.78947368,23.02217676,0.080766974,18.67905057,27.23538558,28.16901408,,452.424709636,18.583002664,461.241527965,328.4465399,75.336060783,20.744027495,6.075789606,,26.23138096
94,Belgium,1998,,,,,92.70934665,20.61933791,99.998723267,2.349058827,493.13077938,,60.85125896,10.35100884,17.42767515,,14.70154684,1.901253146,48.173734649000004,100.0,446.719080147,,,,12.03486841,,,0.394628581,138.9415447,0.273832686,69.38997821,96.41150762,0.065341551,16.5577342,23.00557168,0.055454343,14.05228758,19.52446544,25.49019608,,464.43028814499996,18.528086486,469.46253492600005,332.9302106,78.21325648,20.740486800000003,6.265493274,,28.7977322
95,Belgium,1999,,,,,93.67395425,21.52186799,99.998743327,2.365529811,495.2245707,,60.71125556,10.00770124,15.67725283,,13.66069589,2.085254039,52.658511249,99.99999998999999,484.57486126,,,,12.50692802,,,0.439111278,159.7233116,0.315301707,71.80451128,114.6885433,0.06644447,15.13157895,24.168659,0.057365101,13.06390977,20.86610932,26.48401826,,479.48112871,18.988610425999997,479.515654484,345.0589174,79.838709676,20.73906692,6.129641674,,29.28104319
96,Belgium,2000,,,,,103.3875613,21.47404008,99.99875415300001,2.388137544,497.33157199000004,,62.15971506,9.97949296,16.3260773,,14.33971467,2.377592415,54.919741493000004,100.0,575.548176559,,,,12.81253073,,,0.512137623,188.4129254,0.39473212,77.07539985,145.2200156,0.058117674,11.34805788,21.38120783,0.059287828,11.57654227,21.81170195,28.36538462,,537.034533937,21.183840127,489.323155673,380.248565,79.976951883,20.742110235,6.025008595,,27.86079198
97,Belgium,2001,,,,,106.8580836,21.92549056,99.998798334,2.45934641,500.89167771999996,,63.56176602,9.915861454,16.24576364,,14.44602039,2.228695073,51.293579882,100.00000001,590.847083429,,,,12.5152557,,,0.437324016,163.4976105,0.323831624,74.04844291,121.0674348,0.055611272,12.71626298,20.79078612,0.05788112,13.23529412,21.63938963,29.66507177,,547.06056961,21.520847492999998,495.303876757,386.3631836,80.254777074,20.750121442,6.023077293,,26.52237253
98,Belgium,2002,,,,,97.68366901,23.40118067,99.998791591,2.442696524,503.75165124999995,,62.74620213,9.247064542,14.5986189,,13.09424323,1.935544683,48.400600615,100.0,548.004694703,,,,12.38737862,,,0.502825374,190.0494039,0.383889241,76.34643377,145.0959422,0.062944661,12.51819505,23.79075507,0.055991472,11.13537118,21.16270654,28.33333333,,511.728850421,19.949246122999998,498.85466504000004,358.691498,83.3996589,20.747158059,5.742337178,,28.00673333
99,Belgium,2003,,,,,81.37139478,22.99282935,99.998825478,2.494457135,506.14266838,,63.56263999,9.18018762,13.06403094,,11.71920213,1.544108829,47.334975367,100.0,427.293570118,,,,12.09825289,,,0.461237225,177.8840937,0.341038164,73.93986122,131.527252,0.065789427,14.26368543,25.37282755,0.054409634,11.79645335,20.98401413,28.29457364,,418.123924325,16.354756901,501.35845404099996,292.6284826,87.105935811,20.743426893,5.91846928,,27.25717239
