,Reference area,TIME_PERIOD,Air pollution exposure (Exposure to PM2.5): % of population,Air pollution exposure (Exposure to PM2.5): Micrograms per cubic metre,Average wages (Total): US dollars,Employment rate (Men): % of working age population,Employment rate (Men): Thousand persons,Employment rate (Total): % of working age population,Employment rate (Total): Thousand persons,Employment rate (Women): % of working age population,Employment rate (Women): Thousand persons,Exchange rates (Total): National currency units/US dollar,GDP per hour worked (Total): 2015=100,GDP per hour worked (Total): US dollars,Gender wage gap (Employees): Percentage,Gender wage gap (Self-employed): Percentage,Gross domestic product (GDP) (Total): Million US dollars,Gross domestic product (GDP) (Total): US dollars/capita,Purchasing power parities (PPP) (Total): National currency units/US dollar,Trust in government (Total): Percentage
71,Australia,1994,,,43873.85695,75.05529,4532.231,66.00251,7899.284,56.85906,3367.054,1.367751,69.609837,37.690439,14.40972222,,381647.453,21434.24519,1.299225,
72,Australia,1995,3.002,7.496,43715.0,76.38482,4665.304,67.62838,8188.812,58.79062,3523.509,1.349033,71.70309,38.823836,14.47811448,,404102.992,22444.05647,1.308996,
73,Australia,1996,,,44976.27559,76.3037,4715.818,67.66373,8298.891,58.95956,3583.072,1.277863,74.188297,40.169459,,,424472.904,23290.94992,1.311426,
74,Australia,1997,,,46355.55509,75.84586,4742.123,67.36479,8366.658,58.84204,3624.535,1.34738,76.737507,41.549735,15.25423729,,450962.701,24478.24464,1.306627,
75,Australia,1998,,,46999.6351,76.17059,4812.578,67.80048,8517.424,59.40298,3704.846,1.591828,79.220391,42.8941,13.24200913,,478691.653,25725.59883,1.298972,
76,Australia,1999,,,48064.87024,76.59881,4890.84,68.23203,8672.614,59.85204,3781.775,1.54995,79.911126,43.2681,14.28571429,,510947.993,27160.31497,1.29695,
77,Australia,2000,0.005,7.366,48213.08868,76.92454,4978.391,69.09614,8901.732,61.2659,3923.342,1.724827,80.804204,43.75166,17.2,,539145.522,28333.13305,1.31208,
78,Australia,2001,,,48693.3023,76.35796,5008.421,69.00098,9015.015,61.65271,4006.594,1.933443,83.605592,45.268479,14.34210526,,569807.996,29562.48326,1.327545,
79,Australia,2002,,,49140.63129,76.68957,5101.588,69.35914,9190.267,62.03787,4088.678,1.840563,84.855358,45.945168,15.0,,600908.415,30823.40346,1.33649,
80,Australia,2003,,,49849.37515,77.05504,5192.441,70.01125,9396.537,62.97922,4204.096,1.541914,86.823406,47.010774,13.04347826,,639129.361,32409.0606,1.351978,
81,Australia,2004,,,51414.31839,77.60509,5296.681,70.29926,9558.361,63.00517,4261.68,1.359752,86.532484,46.853253,14.35294118,,678093.52,34019.15042,1.36477,
82,Australia,2005,0.005,6.91,52013.93975,78.50571,5443.297,71.54403,9880.634,64.5948,4437.336,1.309473,86.854971,47.027864,15.77777778,,719977.551,35683.436,1.388356,
83,Australia,2006,,,52368.0,78.8098,5559.523,72.12262,10124.23,65.44512,4564.704,1.327973,87.298147,47.267823,16.66666667,,776413.103,37964.55444,1.402633,53.20633284
84,Australia,2007,,,53805.0,79.54396,5732.45,72.80006,10434.27,66.06055,4701.819,1.195073,88.292555,47.806248,15.4,,826927.984,39703.46962,1.42652,52.69328107
85,Australia,2008,,,54149.0,79.6843,5880.447,73.20431,10731.17,66.71808,4850.724,1.192178,91.356643,49.465307,11.93737769,,852859.354,40136.06886,1.479073,64.46754241
86,Australia,2009,,,53644.0,77.78976,5879.186,72.05107,10805.58,66.30235,4926.391,1.282189,90.614407,49.063422,16.36363636,,904209.158,41684.56865,1.442566,
87,Australia,2010,0.004,6.787,55536.0,78.59275,6021.409,72.37024,11022.24,66.14607,5000.834,1.090159,92.059829,49.846049,14.04293381,,943488.216,42823.92797,1.503623,60.97529188
88,Australia,2011,0.004,6.712,57361.0,78.67326,6107.871,72.65694,11213.82,66.6507,5105.946,0.969463,93.143265,50.432679,15.96638656,,993249.916,44460.60502,1.511052,53.07867193
89,Australia,2012,0.004,7.001,57752.0,78.136,6163.553,72.34558,11350.8,66.57001,5187.249,0.965801,95.393843,51.65126,13.75,,998266.252,43911.6833,1.540115,42.04191789
90,Australia,2013,0.004,6.965,57579.0,77.5471,6200.635,71.97044,11456.71,66.41943,5256.074,1.035843,97.059185,52.552964,18.0,,1105431.18,47796.02217,1.447123,45.58714682
91,Australia,2014,0.004,6.877,58102.0,77.07588,6231.923,71.56635,11540.16,66.09975,5308.238,1.109363,97.516292,52.800466,15.77335375,,1118585.036,47648.63396,1.452489,46.46762335
92,Australia,2015,0.004,6.848,57744.0,77.54211,6327.085,72.15796,11766.27,66.83152,5439.183,1.33109,100.0,54.145277,13.30769231,,1125701.148,47266.59172,1.473691,47.85568371
93,Australia,2016,0.004,6.822,57885.0,77.53742,6403.566,72.43098,11972.74,67.39288,5569.173,1.345214,99.750519,54.010195,13.72843211,,1213233.545,50152.47657,1.450156,45.27317501
94,Australia,2017,0.004,6.673,57619.0,77.8993,6530.419,72.98665,12249.01,68.14085,5718.59,1.304758,100.911727,54.638934,13.00094822,,1248366.725,50758.58232,1.477553,45.34069629
95,Australia,2018,0.004,6.741,57843.0,78.36475,6683.232,73.75645,12576.78,69.20642,5893.544,1.338412,100.940094,54.654293,13.44856744,,1326195.638,53118.79224,1.470403,46.88368745
96,Australia,2019,0.004,6.749,58620.0,78.69668,6815.487,74.30875,12863.33,69.97153,6047.843,1.438507,101.875067,55.160537,15.31165312,,1360009.549,53670.04007,1.459253,46.87000149
97,Australia,2020,,,60377.0,76.83199,6693.649,72.67477,12658.38,68.56551,5964.732,1.453085,103.672917,56.133988,10.53333333,,1459486.518,56888.30448,1.431257,44.64222495
98,Australia,2021,,,60681.49855,78.76196,6875.72,74.92894,13045.73,71.13477,6170.014,1.331224,105.35434,57.044399,10.47024531,,1649096.43,64196.90167,1.414848,51.92263873
99,Australia,2022,,,59407.88998,80.73112,7141.941,77.25888,13625.38,73.81777,6483.437,1.441664,103.344327,55.956072,9.875,,1868119.485,71861.52867,1.371019,49.91188168
100,Austria,1994,,,54743.42406,,2117.0,,3698.0,,1581.0,0.830056,,,,,179568.169,22626.70101,0.940894,
101,Austria,1995,99.823,20.368,55184.0,,2133.0,,3729.0,,1596.0,0.732651,75.995147,51.115702,,,188224.843,23681.21028,0.938286,
102,Austria,1996,,,54819.61652,,2100.0,,3679.0,,1579.0,0.769355,76.071946,51.167358,,,195409.962,24552.02525,0.934143,
103,Austria,1997,,,54346.94505,,2094.0,,3684.0,,1590.0,0.886917,76.743248,51.618888,,,202563.72,25422.02277,0.931676,
104,Austria,1998,,,56101.14252,,2091.0,,3689.0,,1598.0,0.899622,79.645085,53.570716,,,212779.598,26674.84344,0.92277,
105,Austria,1999,,,57354.89958,77.575,2108.0,68.525,3731.0,59.55,1623.0,0.938283,81.066854,54.527023,,,220639.939,27606.48424,0.923906,
106,Austria,2000,99.324,17.429,57529.01747,77.375,2110.0,68.5,3741.0,59.625,1631.0,1.082705,82.995462,55.82424,23.14194309,,235377.699,29379.73666,0.907505,
107,Austria,2001,,,57344.65956,76.7,2069.0,68.375,3708.0,60.125,1639.0,1.116533,84.054622,56.53665,22.80181782,,238949.141,29711.56876,0.922895,
108,Austria,2002,,,58229.16778,76.375,2075.0,68.75,3757.0,61.25,1682.0,1.057559,85.648082,57.608439,24.48922362,,251984.784,31178.05144,0.899797,
109,Austria,2003,,,58368.87321,76.375,2085.0,68.95,3790.0,61.575,1705.0,0.884048,86.323544,58.062767,21.13692198,51.79603577,261071.507,32158.61393,0.888119,
110,Austria,2004,,,59473.25479,73.325,2050.0,66.525,3732.0,59.75,1682.0,0.803922,88.009843,59.197002,22.43079216,49.96606827,276006.322,33785.21514,0.878053,
111,Austria,2005,97.799,16.554,59801.36993,73.75,2046.1,67.4,3747.425,61.1,1701.375,0.8038,90.130666,60.623506,22.03208575,49.89718247,288086.722,35024.55748,0.881939,
112,Austria,2006,,,60698.0,74.95,2084.975,68.575,3825.975,62.225,1740.975,0.796433,92.526896,62.235253,21.85513043,47.26454544,311412.986,37665.08765,0.86003,49.7037786
113,Austria,2007,,,61047.0,76.325,2138.025,69.875,3923.575,63.475,1785.575,0.729672,94.8488,63.797008,21.63427637,48.46804047,327170.595,39441.00548,0.867981,
114,Austria,2008,,,62081.0,76.85,2163.525,70.825,3994.0,64.825,1830.525,0.679923,94.853068,63.799879,20.91732027,48.60409927,343812.976,41316.02264,0.854424,25.72421933
115,Austria,2009,,,63135.0,75.525,2133.45,70.325,3982.1,65.2,1848.675,0.716958,94.187636,63.352297,19.35596592,46.53011704,341382.982,40925.93388,0.843756,48.105214
116,Austria,2010,97.069,15.872,62831.0,75.975,2147.95,70.775,4016.625,65.65,1868.7,0.754309,95.612437,64.310644,19.18886268,45.36217117,351280.998,42013.88575,0.842336,49.18410776
117,Austria,2011,98.692,16.252,62159.0,76.225,2162.325,71.1,4052.425,66.075,1890.1,0.718414,96.561153,64.948767,18.55055412,44.05809784,373031.477,44469.20964,0.831374,40.69201162
118,Austria,2012,96.542,14.63,62515.0,76.225,2171.325,71.425,4084.4,66.625,1913.125,0.778338,97.610973,65.654895,18.18505684,45.36979675,391635.176,46477.65508,0.813648,37.65738622
119,Austria,2013,96.43,14.622,62568.0,76.0,2180.2,71.4,4104.55,66.85,1924.325,0.752945,98.238885,66.07724,18.05321141,46.31814575,406370.245,47936.67796,0.797081,41.70992387
120,Austria,2014,89.034,12.913,62801.0,75.25,2175.2,71.075,4112.675,66.925,1937.475,0.752728,98.591347,66.314312,17.72888425,48.71694565,417059.519,48813.53441,0.798797,40.76954037
121,Austria,2015,92.085,13.453,63231.0,75.15,2194.125,71.1,4148.275,67.1,1954.125,0.901296,100.0,67.261798,17.04325299,52.27589417,430975.924,49942.05629,0.798813,45.47898635
122,Austria,2016,88.978,12.391,63860.0,75.425,2234.4,71.55,4220.175,67.65,1985.775,0.903421,99.874312,67.177258,15.67089964,52.44672012,460282.647,52665.08746,0.776931,43.26382185
123,Austria,2017,80.686,12.023,63856.0,76.15,2254.35,72.2,4260.1,68.175,2005.75,0.885206,101.103167,68.003808,15.38215397,44.67564011,476590.588,54188.36067,0.775009,43.59079409
124,Austria,2018,83.825,12.385,64101.0,77.475,2295.525,73.025,4319.0,68.625,2023.5,0.846773,101.575145,68.321268,14.87669089,40.95563889,503361.417,56956.11056,0.765403,48.86787248
125,Austria,2019,82.411,12.225,64623.0,77.95,2312.9,73.525,4354.65,69.15,2041.75,0.893276,101.427562,68.222001,14.01174081,33.4299736,537897.798,60590.19965,0.738332,51.23382601
126,Austria,2020,,,64648.0,76.05,2277.45,71.725,4296.8,67.425,2019.375,0.875506,103.701761,69.751669,12.38153967,34.54325104,522625.408,58611.02311,0.728798,62.61778268
127,Austria,2021,,,65402.3163,76.65,2288.675,72.4,4305.9,68.125,2017.2,0.845494,103.137449,69.372102,12.15720849,,567988.073,63451.57837,0.713468,61.04589633
128,Austria,2022,,,63801.6205,78.025,2352.975,74.025,4442.475,70.0,2089.475,0.949624,105.001025,70.625577,,,641754.415,70889.71865,0.696867,
129,Azerbaijan,1995,99.835,26.519,,,,,,,,,,,,,,,,
130,Azerbaijan,2000,99.996,25.158,,,,,,,,,,,,,,,,
131,Azerbaijan,2005,99.996,23.783,,,,,,,,,,,,,,,,
132,Azerbaijan,2010,99.996,25.842,,,,,,,,,,,,,,,,
133,Azerbaijan,2011,99.996,27.727,,,,,,,,,,,,,,,,
134,Azerbaijan,2012,99.996,29.593,,,,,,,,,,,,,,,,
135,Azerbaijan,2013,99.996,29.048,,,,,,,,,,,,,,,,
136,Azerbaijan,2014,99.996,28.289,,,,,,,,,,,,,,,,
137,Azerbaijan,2015,99.996,26.816,,,,,,,,,,,,,,,,
138,Azerbaijan,2016,99.828,25.058,,,,,,,,,,,,,,,,
139,Azerbaijan,2017,99.913,25.803,,,,,,,,,,,,,,,,
140,Azerbaijan,2018,99.977,25.884,,,,,,,,,,,,,,,,
141,Azerbaijan,2019,99.959,26.269,,,,,,,,,,,,,,,,
155,Belgium,1994,,,56952.77711,,2153.7,,3687.0,,1533.4,0.829365,81.486426,58.348072,,,217526.018,21503.5893,0.933713,
156,Belgium,1995,99.975,19.684,56759.0,,2158.8,,3715.0,,1556.9,0.730791,81.829314,58.593596,,,227383.563,22431.49347,0.925701,
157,Belgium,1996,,,57470.55687,,2159.0,,3738.1,,1579.1,0.767516,82.850141,59.324556,,,230928.943,22736.83546,0.927935,
158,Belgium,1997,,,58203.37514,,2160.3,,3762.2,,1601.9,0.886812,85.03396,60.888272,,,241579.449,23729.15899,0.927651,
159,Belgium,1998,,,58238.2834,,2176.2,,3810.4,,1634.2,0.89982,85.638558,61.321192,,,248634.506,24370.19781,0.935605,
160,Belgium,1999,,,61484.41221,68.1,2321.475,59.3,4007.0,50.35,1685.575,0.938283,87.413018,62.591788,15.18298714,,260168.781,25440.89624,0.931348,
161,Belgium,2000,99.564,17.751,60929.14052,69.45,2367.575,60.525,4092.65,51.475,1725.1,1.082705,88.10764,63.08917,13.59923114,,284862.733,27788.23284,0.9,
162,Belgium,2001,,,61114.83036,68.8,2346.725,59.95,4055.55,50.95,1708.825,1.116533,88.309445,63.233672,13.18681319,,296218.133,28796.50541,0.892366,
163,Belgium,2002,,,62692.58577,68.25,2339.175,59.9,4069.825,51.4,1730.675,1.057559,88.915037,63.667303,11.60471442,,312900.475,30282.25412,0.8733,
164,Belgium,2003,,,63066.29518,67.25,2316.95,59.6,4070.375,51.825,1753.425,0.884048,89.66458,64.204011,15.20518359,42.56760025,320981.268,30934.67369,0.876064,
165,Belgium,2004,,,62735.50011,67.875,2354.175,60.35,4138.95,52.65,1784.8,0.803922,92.561794,66.278551,11.83206107,44.5397644,334143.284,32064.10874,0.888301,
166,Belgium,2005,98.859,15.901,62139.94835,68.25,2386.85,61.075,4235.425,53.8,1848.55,0.8038,93.971437,67.287921,11.51109251,46.87301254,347658.439,33177.94734,0.891788,
167,Belgium,2006,,,62562.0,67.925,2391.65,61.0,4263.975,53.975,1872.325,0.796433,94.459137,67.637137,10.25326797,45.03698731,371910.192,35258.83507,0.874274,55.17049955
168,Belgium,2007,,,62446.0,68.7,2443.275,62.025,4379.675,55.3,1936.425,0.729672,96.205262,68.887444,9.873617694,41.820961,391020.992,36799.5513,0.878774,60.22382747
169,Belgium,2008,,,62715.0,68.575,2460.675,62.4,4445.875,56.15,1985.175,0.679923,95.614367,68.464336,8.915753683,35.68281174,405729.43,37883.23342,0.86694,46.31370746
170,Belgium,2009,,,63590.0,67.15,2429.325,61.6,4420.7,55.975,1991.375,0.716958,94.994876,68.020751,7.480461481,32.34273529,407550.484,37748.38921,0.850135,
171,Belgium,2010,99.416,16.982,63295.0,67.45,2457.775,62.025,4488.725,56.525,2030.925,0.754309,96.437346,69.053627,7.04379562,30.24333572,434005.977,39833.14154,0.836717,33.65164788
172,Belgium,2011,99.41,16.243,63944.0,67.1,2461.95,61.925,4509.275,56.675,2047.35,0.718414,95.778661,68.581978,5.838108883,32.93947601,451932.625,40942.23072,0.831911,28.91294675
173,Belgium,2012,98.18,15.201,64461.0,66.9,2466.075,61.825,4523.9,56.775,2057.825,0.778338,96.255207,68.923207,6.411149826,34.08844757,469720.336,42290.85843,0.822137,44.01171825
174,Belgium,2013,98.343,14.305,65099.0,66.35,2450.5,61.8,4530.3,57.175,2079.8,0.752945,97.085446,69.517696,5.912863071,32.97843933,487343.796,43671.14688,0.806166,55.41245049
175,Belgium,2014,92.876,12.908,65461.0,65.825,2435.3,61.9,4543.55,57.95,2108.225,0.752728,98.476362,70.513657,3.298900367,31.24487686,503619.623,44929.53249,0.800214,46.91116095
176,Belgium,2015,95.2,13.265,65017.0,65.5,2433.5,61.8,4551.625,58.025,2118.125,0.901296,100.0,71.604653,4.672,28.72033501,520877.807,46200.86629,0.799998,45.9024212
177,Belgium,2016,91.983,12.437,65157.0,66.425,2465.4,62.3,4586.425,58.1,2121.05,0.903421,100.097921,71.674769,3.701298701,28.63306427,550677.566,48597.48712,0.781011,41.91775057
178,Belgium,2017,92.502,12.891,64700.0,67.55,2495.7,63.125,4637.775,58.7,2142.075,0.885206,99.90136,71.534022,4.190296156,27.93323708,573788.528,50442.06063,0.775634,44.97319109
179,Belgium,2018,93.224,12.82,65083.0,68.2,2531.25,64.45,4755.15,60.75,2223.925,0.846773,100.107505,71.681631,3.408756979,27.3945694,600269.926,52530.38181,0.766407,44.19445308
180,Belgium,2019,93.062,12.726,65700.0,68.85,2566.9,65.3,4832.025,61.675,2265.1,0.893276,100.91419,72.259255,3.798185941,21.2167511,650523.59,56621.42834,0.735832,32.79011543
181,Belgium,2020,,,63677.0,68.05,2556.4,64.45,4802.175,60.825,2245.775,0.875506,104.218911,74.625589,1.173184358,18.83637238,643354.972,55729.23194,0.716164,29.47996007
182,Belgium,2021,,,65520.82131,68.75,2575.225,65.3,4853.7,61.8,2278.45,0.845494,103.229623,73.917213,,,719586.058,62077.16304,0.705864,47.31331053
183,Belgium,2022,,,64847.62388,69.8,2638.625,66.525,4990.275,63.225,2351.65,0.949624,101.839995,72.922175,,,797599.248,68285.85291,0.69464,57.24084193
226,Bulgaria,1994,,,,,,,,,,0.054134,,,,,,,,
227,Bulgaria,1995,99.814,27.381,,,,,,,,0.067171,62.700939,14.60228,,,65090.556,7743.283027,0.019598,
228,Bulgaria,1996,,,,,,,,,,0.177889,64.298408,14.974311,,,57275.504,6848.821661,0.038186,
229,Bulgaria,1997,,,,,,,,,,1.681879,57.017495,13.278676,,,47797.792,5750.409216,0.398185,
230,Bulgaria,1998,,,,,,,,,,1.760358,61.85356,14.404936,,,51008.977,6177.824718,0.518733,
231,Bulgaria,1999,,,,,,,,,,1.836383,58.525388,13.629845,,,47685.653,5807.79884,0.525167,
232,Bulgaria,2000,99.81,26.722,,,,,,,,2.123275,63.819963,14.862887,,,52478.641,6423.199103,0.53593,
233,Bulgaria,2001,,,,,,,,,,2.184708,66.295349,15.439374,,,55746.265,7044.628379,0.555852,
234,Bulgaria,2002,,,,,,,,,,2.076975,70.05283,16.314445,12.01269266,,62206.233,7905.327623,0.547674,
235,Bulgaria,2003,,,,,,,,,,1.732702,72.073582,16.785054,,,65448.576,8365.577989,0.559797,
236,Bulgaria,2004,,,,,,,,,,1.575109,73.783435,17.183257,,,71006.975,9125.4988,0.580243,
237,Bulgaria,2005,99.81,24.48,,,,,,,,1.574133,77.147492,17.966705,,,78822.024,10183.85561,0.596499,
238,Bulgaria,2006,,,,,,,,,,1.559267,79.950856,18.619574,,,86708.002,11262.21291,0.618264,
239,Bulgaria,2007,,,,,,,,,,1.42905,82.625744,19.242523,,,96738.612,12629.45078,0.656351,
240,Bulgaria,2008,,,,,,,,,,1.337117,83.692916,19.491054,,,107495.144,14100.69187,0.677678,
241,Bulgaria,2009,,,,,,,,,,1.406692,84.667213,19.717956,,,105572.154,13918.30335,0.693189,
242,Bulgaria,2010,99.8,23.417,,,,,,,,1.477392,89.531554,20.850802,6.934306569,,110621.355,14682.38806,0.676972,
243,Bulgaria,2011,99.8,26.332,,,,,,,,1.406458,93.531266,21.782285,,,115717.181,15747.41642,0.701074,
244,Bulgaria,2012,99.8,23.273,,,,,,,,1.52205,96.598767,22.496669,,,119285.493,16327.30922,0.692815,
245,Bulgaria,2013,99.793,21.803,,,,,,,,1.473567,96.459257,22.464179,,,120960.195,16649.45352,0.680004,
246,Bulgaria,2014,99.8,22.244,,,,,,,,1.474183,97.072424,22.606978,4.0625,,127258.737,17616.25791,0.661233,
247,Bulgaria,2015,99.793,20.864,,,,,,,,1.7644,100.0,23.288774,,,131975.364,18386.11446,0.678698,
248,Bulgaria,2016,99.792,19.951,,,,,,,,1.768042,102.569014,23.887066,,,143025.182,20065.76365,0.666662,
249,Bulgaria,2017,99.792,20.223,,,,,,,,1.735458,103.550308,24.115597,,,151835.515,21457.97946,0.676278,
250,Bulgaria,2018,99.792,20.213,,,,,,,,1.657042,106.367902,24.77178,3.03030303,,161617.658,23005.9528,0.680096,
251,Bulgaria,2019,99.792,19.927,,,,,,,,1.747042,110.240885,25.673751,3.357796768,,178072.556,25527.3323,0.675803,
252,Bulgaria,2020,,,,,,,,,,1.716333,111.108316,25.875765,2.5546879,,178455.505,25736.24441,0.675196,
253,Bulgaria,2021,,,,,,,,,,1.653775,118.314483,27.553993,2.454109636,,202250.908,29406.58335,0.687163,
254,Bulgaria,2022,,,,,,,,,,1.860142,123.530359,28.768706,,,229317.044,35470.00819,0.731777,
268,Canada,1994,,,42464.17584,73.0,7141.892,67.025,13058.74,61.09167,5916.858,1.365673,78.043471,39.985071,,,656367.112,22632.83127,1.206599,
269,Canada,1995,47.665,9.731,42369.0,73.43333,7260.792,67.525,13295.38,61.59167,6034.583,1.372445,78.996329,40.473261,,,688183.628,23485.64344,1.208429,
270,Canada,1996,,,42745.09125,73.15833,7319.125,67.35,13420.13,61.50834,6101.0,1.363522,78.822612,40.384258,,,712130.958,24050.17614,1.20741,
271,Canada,1997,,,44053.76661,73.83334,7473.975,67.98333,13708.17,62.11666,6234.183,1.384598,80.075322,41.026076,24.70588235,,755416.033,25259.72536,1.200565,
272,Canada,1998,,,44793.20601,74.35,7616.7,68.95,14047.01,63.49166,6430.292,1.483505,81.584776,41.799436,24.85549133,,793682.05,26319.93026,1.185044,
273,Canada,1999,,,45157.23019,75.36667,7791.742,69.98333,14401.98,64.625,6610.242,1.485705,83.677097,42.871423,24.0,,846421.343,27841.62958,1.19081,
274,Canada,2000,38.445,9.204,46526.33928,76.15833,7971.033,70.9,14760.13,65.63333,6789.083,1.485394,86.352597,44.242198,23.875,,901003.29,29362.28957,1.227599,
275,Canada,2001,,,46335.18499,75.675,8025.267,70.79166,14932.3,65.86667,6907.042,1.54884,87.739834,44.95294,24.32457913,,937793.044,30231.00503,1.220464,
276,Canada,2002,,,45961.56042,75.85833,8173.792,71.41666,15291.33,66.94167,7117.55,1.570343,89.15379,45.677371,24.0131579,,971009.088,30963.22201,1.229333,
277,Canada,2003,,,45975.75017,76.375,8340.908,72.18333,15660.84,67.975,7319.942,1.401015,89.343178,45.774403,22.50234034,,1023686.549,32350.07088,1.225714,
278,Canada,2004,,,46969.11817,76.575,8463.275,72.45,15915.03,68.34167,7451.742,1.301282,90.086512,46.155246,22.71794872,,1083615.23,33925.89256,1.232662,
279,Canada,2005,39.453,9.02,48325.74464,76.59167,8578.934,72.44167,16123.52,68.225,7544.583,1.211405,92.079882,47.176536,21.25,,1171340.162,36327.66206,1.213644,
280,Canada,2006,,,49797.0,76.875,8712.566,72.84167,16413.75,68.81667,7701.175,1.134345,93.238892,47.770347,21.47836539,42.69449997,1241618.911,38120.17679,1.205365,44.28175519
281,Canada,2007,,,51127.0,77.175,8855.75,73.46667,16756.82,69.75833,7901.092,1.074046,93.284306,47.793614,21.71752196,43.91199875,1301593.852,39575.32497,1.212099,63.78238098
282,Canada,2008,,,52025.0,77.14167,8972.509,73.45834,16996.83,69.83334,8024.308,1.067087,93.076429,47.68711,20.68156425,44.25500107,1342396.613,40376.33017,1.23439,59.03709613
283,Canada,2009,,,52363.0,74.06667,8742.542,71.50833,16755.44,68.925,8012.9,1.141535,93.382989,47.844174,19.99566724,43.76966476,1307000.658,38865.40602,1.202244,60.82640148
284,Canada,2010,11.481,7.902,52457.0,74.275,8878.217,71.55833,16978.19,68.80833,8099.992,1.030113,94.397347,48.363874,20.16806723,45.02733231,1363578.975,40099.49789,1.22182,55.1076449
285,Canada,2011,5.572,7.349,53088.0,75.14167,9063.65,71.975,17244.28,68.81667,8180.667,0.989258,96.043985,49.207519,19.875,43.95533371,1430807.125,41666.71885,1.239904,55.32905175
286,Canada,2012,6.081,7.611,53717.0,75.39167,9176.583,72.31667,17475.66,69.25,8299.042,0.999365,96.028176,49.199419,20.15966047,44.08633423,1468094.965,42290.87908,1.244607,52.34481477
287,Canada,2013,1.767,7.282,54286.0,75.66666,9290.708,72.71667,17712.18,69.79166,8421.45,1.030137,97.416474,49.910705,20.0,40.93199921,1554122.745,44298.51446,1.224,50.59759947
288,Canada,2014,2.215,7.498,54995.0,75.54166,9346.017,72.5,17783.16,69.45,8437.125,1.104747,100.198092,51.335848,17.58241758,39.04933548,1621396.709,45753.78294,1.230358,51.69536076
289,Canada,2015,1.21,7.283,55400.0,75.875,9417.825,72.74167,17905.93,69.60833,8488.092,1.278786,100.0,51.234357,18.65384615,36.81399918,1594850.842,44670.05437,1.248042,64.41041443
290,Canada,2016,0.193,6.207,54350.0,75.64167,9442.967,72.675,18008.69,69.73333,8565.708,1.325615,100.674545,51.579956,18.19213313,33.53933334,1678093.396,46472.36877,1.207045,61.81952864
291,Canada,2017,1.828,7.278,55122.0,76.61667,9662.925,73.56667,18394.97,70.51667,8732.05,1.297936,102.256561,52.390492,18.75580316,33.54102325,1765763.154,48317.19116,1.212304,65.27359715
292,Canada,2018,1.497,7.073,56083.0,77.15,9842.017,74.025,18723.3,70.925,8881.267,1.295818,102.40232,52.46517,18.44322344,31.75894928,1852987.755,49992.81142,1.206524,61.04669154
293,Canada,2019,1.767,7.09,56370.0,77.54166,10039.79,74.6,19121.14,71.68333,9081.366,1.326793,102.851455,52.695282,18.64645753,29.91265488,1899694.991,50522.15024,1.21786,54.92809663
294,Canada,2020,,,59160.0,73.26667,9540.025,70.125,18043.75,66.91666,8503.733,1.341153,110.959993,56.849639,17.57290529,28.24594307,1838806.492,48380.52098,1.201693,60.04241101
295,Canada,2021,,,59568.78279,76.48333,9973.217,73.475,18942.25,70.46667,8969.075,1.253877,105.228293,53.913039,16.66666667,,2126695.672,55634.07018,1.180055,61.04111673
296,Canada,2022,,,59050.40728,78.4,10316.07,75.58334,19692.97,72.79166,9376.892,1.301555,104.046567,53.30759,17.14285714,,2389540.664,61380.59798,1.16451,50.66680333
413,Croatia,1994,,,,,,,,,,0.796073,,,,,,,,
414,Croatia,1995,99.853,24.95,,,,,,,,0.694241,63.219763,21.790498,,,37211.145,8054.307992,0.422459,
415,Croatia,1996,,,,,,,,,,0.721237,67.108307,23.130796,,,40121.289,8804.133233,0.431521,
416,Croatia,1997,,,,,,,,,,0.81765,71.231191,24.551866,,,43236.364,9534.096363,0.454429,
417,Croatia,1998,,,,,,,,,,0.844553,73.055298,25.180597,,,44810.556,9887.292989,0.484978,
418,Croatia,1999,,,,,,,,,,0.94389,72.393157,24.95237,,,44855.041,9939.959321,0.497227,
419,Croatia,2000,99.84,23.347,,,,,,,,1.098635,74.736774,25.760165,,,47676.962,10670.04029,0.502525,
420,Croatia,2001,,,,,,,,,,1.107113,77.603354,26.748214,,,50094.464,11648.6562,0.514048,
421,Croatia,2002,,,,,,,,,,1.044752,81.520002,28.098199,,,56024.592,13012.51552,0.505088,
422,Croatia,2003,,,,,,,,,,0.889902,84.044725,28.968416,,,58945.571,13690.58607,0.528741,
423,Croatia,2004,,,,,,,,,,0.800895,86.819074,29.924675,,,63253.538,14681.80964,0.53196,
424,Croatia,2005,99.439,22.797,,,,,,,,0.789599,89.738429,30.930914,,,66614.062,15449.69813,0.543299,
425,Croatia,2006,,,,,,,,,,0.774808,91.379979,31.496721,,,76040.038,17630.39161,0.51952,
426,Croatia,2007,,,,,,,,,,0.711996,93.062049,32.076495,,,84376.568,19564.45134,0.512981,
427,Croatia,2008,,,,,,,,,,0.654992,92.958938,32.040955,,,90645.499,21027.13526,0.513955,
428,Croatia,2009,,,,,,,,,,0.7013,86.95267,29.970723,,,87281.687,20268.26759,0.509991,
429,Croatia,2010,99.375,20.824,,,,,,,,0.729711,88.644695,30.553928,3.832335329,,86297.296,20086.1792,0.51413,
430,Croatia,2011,99.827,22.821,,,,,,,,0.709253,92.339836,31.827563,,,90492.346,21128.65177,0.49806,
431,Croatia,2012,99.375,20.227,,,,,,,,0.776467,94.347202,32.51946,,,91795.047,21502.39247,0.486314,
